Threshold,FPR,TPR,Precision,Recall,F1,MCC
0.00225,0.0396706870922884,0.99401394923687,0.698257142022568,0.99401394923687,0.820290960366344,0.815982797120887
0.00235,0.0389944453831569,0.993904089370944,0.701844155200738,0.993904089370944,0.822723276510072,0.818314529637648
0.00245,0.038364592896512,0.993795484394452,0.705217821874754,0.993795484394452,0.824999173705794,0.82049857809716
0.00255,0.0377704726488096,0.993687677983963,0.708429528330169,0.993687677983963,0.82715536910184,0.822569864394072
0.00265,0.0372129380415989,0.993587514990938,0.711471030365292,0.993587514990938,0.829189982917568,0.824527072417657
0.00275,0.0366909565643634,0.993488207604345,0.714341773788283,0.993488207604345,0.831101615723038,0.826367529286824
0.00285,0.0361956043762115,0.993392836007341,0.717087876451132,0.993392836007341,0.832923696906716,0.828123721906615
0.00295,0.0357247479732701,0.993298377057199,0.719717547641269,0.993298377057199,0.834661560005636,0.829800167587025
0.00305,0.0352759061695532,0.993203461783626,0.722241774911715,0.993203461783626,0.836322857462879,0.831403895817225
0.00315,0.0348525347145444,0.993113680148647,0.724639437659055,0.993113680148647,0.837896122852496,0.832924241457722
0.00325,0.0344459520912486,0.993023784432811,0.72695673132412,0.993023784432811,0.839411048956791,0.8343892424591
